TripID,TripDate,State,RouteName,VehicleType,Ridership
TRIP-17363,2023-11-21,Colorado,Route 9,HellCat,53
TRIP-34843,2023-10-29,Maryland,Route 8,Mini,0
TRIP-15053,2025-06-12,New York,Route 5,HellCat,79
TRIP-24264,2025-12-15,New York,Route 5,Volt,85
TRIP-20579,2022-11-26,New York,Route 5,Volt,59
TRIP-21921,2023-03-22,New York,Route 5,HellCat,70
TRIP-28948,2022-09-23,New York,Route 5,HellCat,56
TRIP-23010,2024-08-14,Texas,Route 3,Volt,43
TRIP-18582,2025-02-06,California,Route 1,Standard,41
TRIP-25801,2023-12-29,New York,Route 6,Mini,32
TRIP-19188,2024-05-18,California,Route 1,HellCat,26
TRIP-13548,2023-03-31,New York,Route 5,Standard,45
TRIP-32421,2024-08-04,Florida,Route 7,Mini,14
TRIP-11743,2025-06-25,Texas,Route 4,HellCat,61
TRIP-25737,2022-06-22,Texas,Route 3,Mini,11
TRIP-31091,2025-02-16,California,Route 2,Volt,22
TRIP-15090,2022-11-03,Florida,Route 7,Mini,17
TRIP-23958,2024-02-05,California,Route 1,HellCat,89
TRIP-13706,2024-06-03,Florida,Route 7,Volt,67
TRIP-19684,2025-11-18,Florida,Route 7,Standard,38
TRIP-12388,2024-09-17,Texas,Route 4,Standard,21
TRIP-23197,2025-04-30,California,Route 2,Mini,20
TRIP-34628,2025-09-13,Florida,Route 7,Standard,18
TRIP-13953,2023-09-29,California,Route 1,HellCat,100
TRIP-24524,2023-02-11,New York,Route 5,Standard,37
TRIP-15742,2022-11-19,California,Route 2,Volt,14
TRIP-12516,2022-05-11,New York,Route 6,HellCat,48
TRIP-19774,2025-01-25,California,Route 2,Standard,21
TRIP-14068,2022-03-17,California,Route 1,HellCat,48
TRIP-25582,2024-02-26,Texas,Route 3,Standard,38
TRIP-28379,2022-05-17,California,Route 1,HellCat,42
TRIP-33754,2024-08-24,New York,Route 5,HellCat,75
TRIP-22281,2023-02-26,Colorado,Route 9,Standard,20
TRIP-27957,2023-12-18,New York,Route 6,Standard,44
TRIP-17515,2024-04-17,Florida,Route 7,Mini,17
TRIP-13222,2025-04-25,California,Route 2,Volt,38
TRIP-28817,2023-10-28,Texas,Route 4,Mini,0
TRIP-28036,2025-04-27,Florida,Route 7,Mini,15
TRIP-24499,2024-01-31,New York,Route 5,HellCat,70
TRIP-25548,2025-03-02,Maryland,Route 8,Mini,18
TRIP-25725,2024-03-05,California,Route 2,Standard,31
TRIP-31731,2025-12-30,Florida,Route 7,Mini,21
TRIP-34595,2023-12-01,Texas,Route 3,Mini,23
TRIP-24228,2023-01-29,California,Route 2,Standard,31
TRIP-15787,2023-11-03,Florida,Route 7,Standard,33
TRIP-16503,2022-11-01,Texas,Route 4,HellCat,64
TRIP-14973,2022-09-10,Colorado,Route 9,Volt,25
TRIP-25505,2022-06-25,California,Route 1,Mini,13
TRIP-24930,2022-02-07,California,Route 2,Standard,26
TRIP-30547,2022-04-17,Florida,Route 7,Mini,9
TRIP-26488,2022-08-03,Florida,Route 7,Mini,18
TRIP-28760,2024-11-21,Texas,Route 3,Mini,19
TRIP-15883,2024-04-12,Texas,Route 3,Standard,34
TRIP-27477,2024-01-01,California,Route 1,HellCat,63
TRIP-31838,2022-03-11,California,Route 1,Standard,33
TRIP-16173,2022-03-31,Florida,Route 7,Standard,38
TRIP-13274,2023-08-11,California,Route 1,HellCat,68
TRIP-32479,2024-07-25,California,Route 1,Standard,23
TRIP-31513,2022-07-12,Florida,Route 7,Standard,21
TRIP-14273,2025-03-31,Colorado,Route 9,HellCat,35
TRIP-12767,2024-05-10,California,Route 1,HellCat,94
TRIP-12587,2025-05-17,Texas,Route 3,Mini,15
TRIP-20948,2025-08-04,New York,Route 5,Standard,69
TRIP-24887,2022-01-10,Florida,Route 7,Mini,16
TRIP-22831,2022-01-07,New York,Route 6,Standard,51
TRIP-11483,2023-03-30,New York,Route 6,HellCat,87
TRIP-31841,2025-12-30,Texas,Route 3,Mini,14
TRIP-10052,2023-02-12,Texas,Route 4,Mini,14
TRIP-25387,2022-06-16,Texas,Route 3,Standard,29
TRIP-25778,2024-11-16,Maryland,Route 8,Standard,34
TRIP-20596,2024-01-09,Maryland,Route 8,HellCat,91
TRIP-13047,2024-07-26,California,Route 2,Standard,34
TRIP-15533,2024-10-27,Colorado,Route 9,Volt,37
TRIP-33479,2023-09-23,Texas,Route 4,Mini,15
TRIP-17569,2024-11-16,Texas,Route 3,Mini,11
TRIP-30983,2025-07-15,New York,Route 5,Standard,21
TRIP-28629,2024-06-20,Florida,Route 7,Standard,28
TRIP-11456,2025-10-25,California,Route 2,HellCat,46
TRIP-27552,2023-04-16,Colorado,Route 9,Standard,24
TRIP-24726,2022-10-03,Texas,Route 3,Mini,16
TRIP-18679,2023-03-31,Colorado,Route 9,Volt,65
TRIP-25879,2022-01-05,Colorado,Route 9,HellCat,61
TRIP-21346,2023-10-12,Florida,Route 7,Standard,70
TRIP-32976,2024-07-26,California,Route 1,Volt,85
TRIP-34610,2025-11-27,Colorado,Route 9,Standard,63
TRIP-15478,2024-09-08,Colorado,Route 9,Volt,27
TRIP-22630,2025-06-08,Texas,Route 4,Mini,12
TRIP-14679,2024-05-31,Texas,Route 3,Mini,21
TRIP-28393,2023-03-01,New York,Route 5,Volt,50
TRIP-25168,2025-09-12,California,Route 2,Mini,15
TRIP-10194,2022-06-05,California,Route 2,Volt,8
TRIP-32754,2024-01-25,Maryland,Route 8,HellCat,74
TRIP-29184,2025-02-02,Florida,Route 7,Mini,11
TRIP-20465,2025-05-13,Colorado,Route 9,Standard,57
TRIP-15514,2022-12-07,Florida,Route 7,HellCat,41
TRIP-18639,2022-09-19,New York,Route 5,HellCat,105
TRIP-19886,2022-05-31,California,Route 1,Volt,42
TRIP-28818,2022-12-12,Texas,Route 4,Standard,35
TRIP-23061,2024-03-05,Florida,Route 7,Standard,41
TRIP-24214,2024-07-31,Texas,Route 3,Mini,11
TRIP-19313,2025-09-04,New York,Route 6,HellCat,77
TRIP-16490,2025-05-07,Maryland,Route 8,Standard,54
TRIP-33057,2022-11-26,Maryland,Route 8,HellCat,0
TRIP-13740,2023-12-16,Texas,Route 4,Mini,12
TRIP-28231,2024-09-10,Texas,Route 3,Mini,11
TRIP-20280,2024-07-07,California,Route 1,Volt,55
TRIP-30242,2022-07-12,Colorado,Route 9,Standard,37
TRIP-13096,2023-05-16,California,Route 1,Standard,37
TRIP-25256,2024-12-12,California,Route 1,Standard,48
TRIP-10230,2025-05-12,New York,Route 6,HellCat,77
TRIP-34151,2023-05-21,Texas,Route 3,Volt,21
TRIP-10501,2025-11-17,California,Route 1,HellCat,48
TRIP-32862,2024-12-24,Maryland,Route 8,HellCat,71
TRIP-15683,2024-07-11,Florida,Route 7,Mini,16
TRIP-18883,2022-09-25,New York,Route 6,Standard,26
TRIP-15802,2023-05-12,Texas,Route 4,Standard,32
TRIP-13035,2022-11-18,Florida,Route 7,HellCat,65
TRIP-19401,2022-05-23,Maryland,Route 8,HellCat,60
TRIP-33480,2024-06-23,Colorado,Route 9,Standard,22
TRIP-14991,2023-08-05,Texas,Route 3,Standard,32
TRIP-16522,2022-10-13,Texas,Route 4,Mini,22
TRIP-16888,2023-06-21,Florida,Route 7,Mini,18
TRIP-30707,2025-04-16,New York,Route 5,Standard,24
TRIP-15927,2023-06-16,California,Route 1,HellCat,90
TRIP-11114,2024-10-23,New York,Route 5,Standard,35
TRIP-27548,2023-02-23,Texas,Route 3,Mini,23
TRIP-27475,2023-10-01,New York,Route 6,Standard,0
TRIP-17304,2022-10-23,Maryland,Route 8,HellCat,37
TRIP-16726,2025-04-08,Colorado,Route 9,Standard,66
TRIP-25973,2025-02-17,Texas,Route 4,HellCat,63
TRIP-25983,2022-09-24,California,Route 1,HellCat,49
TRIP-11246,2025-04-07,Texas,Route 3,Mini,17
TRIP-13488,2024-01-06,Colorado,Route 9,Standard,19
TRIP-25593,2025-12-15,Colorado,Route 9,Mini,19
TRIP-30061,2022-12-21,Texas,Route 4,Mini,21
TRIP-25818,2022-07-06,Colorado,Route 9,Standard,17
TRIP-16128,2023-07-21,Florida,Route 7,Mini,17
TRIP-10428,2023-05-28,New York,Route 5,Standard,35
TRIP-14178,2024-03-30,Maryland,Route 8,Standard,35
TRIP-33427,2024-01-28,California,Route 1,Standard,20
TRIP-20712,2022-10-09,Colorado,Route 9,HellCat,46
TRIP-29529,2025-10-05,California,Route 1,Standard,25
TRIP-21712,2024-10-18,New York,Route 5,HellCat,105
TRIP-14724,2023-05-20,New York,Route 6,HellCat,44
TRIP-12119,2025-06-14,New York,Route 6,HellCat,3
TRIP-30400,2025-11-18,Texas,Route 3,Standard,46
TRIP-21178,2022-12-07,California,Route 1,HellCat,67
TRIP-29186,2022-08-18,Florida,Route 7,Standard,45
TRIP-10280,2024-09-09,California,Route 1,Standard,31
TRIP-20815,2023-09-09,Texas,Route 4,Mini,5
TRIP-26463,2024-04-05,Colorado,Route 9,Mini,17
TRIP-18542,2023-07-14,Texas,Route 3,Mini,24
TRIP-30709,2022-03-03,Colorado,Route 9,Standard,49
TRIP-21693,2022-04-07,California,Route 2,Standard,47
TRIP-17671,2024-04-16,Maryland,Route 8,Mini,9
TRIP-31602,2022-05-25,Colorado,Route 9,HellCat,44
TRIP-19962,2023-08-07,Texas,Route 3,Standard,70
TRIP-29448,2024-04-04,Florida,Route 7,Standard,27
TRIP-28584,2022-09-27,Florida,Route 7,Standard,42
TRIP-14489,2022-02-13,Texas,Route 4,Mini,20
TRIP-19197,2023-05-09,Colorado,Route 9,HellCat,69
TRIP-17840,2023-10-28,New York,Route 5,Volt,23
TRIP-10640,2024-10-31,Florida,Route 7,HellCat,39
TRIP-29987,2025-06-18,Texas,Route 3,Volt,56
TRIP-26595,2025-12-13,Florida,Route 7,Mini,6
TRIP-33262,2024-01-01,Florida,Route 7,Mini,14
TRIP-23649,2022-10-13,Colorado,Route 9,Standard,65
TRIP-29073,2024-07-23,Colorado,Route 9,Mini,19
TRIP-16235,2024-03-05,New York,Route 5,Volt,83
TRIP-12859,2023-07-09,New York,Route 6,HellCat,38
TRIP-16557,2025-07-03,Maryland,Route 8,Mini,23
TRIP-22463,2022-08-06,Texas,Route 3,HellCat,27
TRIP-13643,2025-10-01,Florida,Route 7,Mini,23
TRIP-14303,2025-02-21,Texas,Route 3,Mini,17
TRIP-26622,2022-10-23,Colorado,Route 9,Mini,19
TRIP-30371,2022-05-28,California,Route 1,Mini,17
TRIP-14715,2023-05-31,Florida,Route 7,Mini,19
TRIP-12981,2025-11-22,California,Route 1,HellCat,57
TRIP-17627,2023-11-10,California,Route 1,Standard,43
TRIP-24649,2024-07-10,New York,Route 6,HellCat,29
TRIP-21075,2025-01-30,California,Route 1,Volt,63
TRIP-34248,2022-02-15,Texas,Route 3,Mini,22
TRIP-17721,2024-05-23,Florida,Route 7,Mini,13
TRIP-29906,2024-09-24,Texas,Route 3,Volt,49
TRIP-29569,2022-06-22,Florida,Route 7,Standard,20
TRIP-28426,2023-03-15,California,Route 1,HellCat,38
TRIP-19992,2022-05-16,New York,Route 5,HellCat,59
TRIP-32527,2023-06-22,New York,Route 5,HellCat,89
TRIP-16316,2023-10-14,Texas,Route 3,Mini,14
TRIP-16600,2023-08-21,Florida,Route 7,Standard,31
TRIP-34871,2023-02-10,New York,Route 5,HellCat,73
TRIP-22218,2024-09-09,Maryland,Route 8,Mini,19
TRIP-28746,2025-11-30,Maryland,Route 8,Mini,3
TRIP-16433,2025-01-19,New York,Route 5,HellCat,52
TRIP-27210,2024-06-22,California,Route 2,Standard,33
TRIP-31516,2024-04-25,Florida,Route 7,Standard,47
TRIP-21644,2022-03-14,California,Route 1,HellCat,89
TRIP-25004,2025-09-09,Texas,Route 4,HellCat,32
TRIP-30791,2025-04-15,California,Route 1,Mini,17
TRIP-18082,2022-03-31,Maryland,Route 8,HellCat,83
TRIP-26306,2024-04-16,New York,Route 5,Volt,58
TRIP-28674,2025-06-15,Texas,Route 3,Standard,25
TRIP-18687,2025-11-27,California,Route 1,Standard,70
TRIP-34752,2024-05-17,Colorado,Route 9,HellCat,36
TRIP-21727,2025-10-30,Florida,Route 7,Mini,21
TRIP-25755,2024-08-24,New York,Route 5,HellCat,41
TRIP-25396,2025-11-11,Texas,Route 4,Standard,43
TRIP-29042,2023-05-08,California,Route 2,Standard,38
TRIP-15671,2025-05-10,Colorado,Route 9,Standard,42
TRIP-19578,2023-09-15,California,Route 2,Mini,18
TRIP-12619,2023-03-04,California,Route 2,Standard,38
TRIP-27463,2022-04-22,New York,Route 6,Standard,48
TRIP-17685,2023-08-10,Florida,Route 7,Mini,9
TRIP-19712,2023-11-14,California,Route 1,Standard,70
TRIP-12195,2024-09-11,Texas,Route 3,Mini,20
TRIP-23421,2022-11-24,New York,Route 5,Standard,15
TRIP-20506,2023-07-01,Colorado,Route 9,Mini,6
TRIP-10752,2023-10-27,Texas,Route 4,HellCat,71
TRIP-15199,2025-10-15,Florida,Route 7,Standard,44
TRIP-34522,2023-03-13,California,Route 1,Standard,45
TRIP-19963,2024-04-07,California,Route 1,Mini,8
TRIP-26992,2024-06-14,California,Route 2,Mini,23
TRIP-14397,2022-12-31,California,Route 2,Mini,2
TRIP-14936,2022-06-05,Texas,Route 3,Mini,16
TRIP-32091,2023-01-11,California,Route 1,HellCat,101
TRIP-12579,2025-01-20,Colorado,Route 9,HellCat,70
TRIP-32284,2023-01-10,Maryland,Route 8,Standard,37
TRIP-27183,2023-12-17,New York,Route 5,Standard,31
TRIP-29782,2022-04-04,New York,Route 5,Standard,30
TRIP-15762,2025-04-07,California,Route 1,Standard,40
TRIP-20210,2022-06-16,Florida,Route 7,Volt,22
TRIP-10199,2022-06-20,New York,Route 5,HellCat,98
TRIP-19022,2022-06-06,Texas,Route 3,Volt,39
TRIP-11052,2024-12-23,Maryland,Route 8,Mini,24
TRIP-26327,2024-07-23,Florida,Route 7,HellCat,46
TRIP-24329,2023-03-20,Florida,Route 7,Standard,31
TRIP-18518,2025-05-05,Colorado,Route 9,Standard,27
TRIP-14384,2023-06-01,Florida,Route 7,Standard,49
TRIP-20168,2024-09-19,New York,Route 6,Volt,81
TRIP-28662,2022-01-23,New York,Route 6,Volt,47
TRIP-16214,2025-09-05,California,Route 1,Standard,58
TRIP-26078,2024-02-18,California,Route 1,Standard,37
TRIP-10512,2024-07-06,Florida,Route 7,HellCat,17
TRIP-11190,2023-09-01,New York,Route 6,Standard,44
TRIP-19331,2022-11-11,Texas,Route 3,Mini,15
TRIP-26922,2025-05-06,Maryland,Route 8,Standard,36
TRIP-13942,2022-06-02,Colorado,Route 9,HellCat,57
TRIP-23035,2023-08-02,New York,Route 5,Standard,35
TRIP-27975,2025-09-23,Maryland,Route 8,Standard,61
TRIP-21610,2022-11-10,Florida,Route 7,Standard,31
TRIP-25789,2025-05-05,California,Route 1,Standard,42
TRIP-18316,2024-10-29,Florida,Route 7,Standard,37
TRIP-11202,2022-04-28,New York,Route 5,Volt,57
TRIP-11347,2024-12-02,Colorado,Route 9,Standard,33
TRIP-22244,2022-12-11,Texas,Route 3,Standard,15
TRIP-22725,2022-08-10,New York,Route 5,HellCat,97
TRIP-25005,2023-04-02,Florida,Route 7,Standard,21
TRIP-19594,2024-04-03,Colorado,Route 9,Standard,40
TRIP-29910,2024-02-13,California,Route 1,Standard,39
TRIP-32259,2022-06-23,California,Route 1,Standard,42
TRIP-10147,2025-01-08,Maryland,Route 8,HellCat,20
TRIP-27808,2023-09-05,New York,Route 5,Mini,27
TRIP-24760,2023-05-01,Texas,Route 3,Mini,19
TRIP-34607,2024-03-07,California,Route 1,Standard,47
TRIP-28331,2025-11-19,New York,Route 6,HellCat,101
TRIP-20741,2023-02-26,New York,Route 6,Standard,32
TRIP-12533,2025-01-12,Texas,Route 3,HellCat,16
TRIP-27810,2024-12-02,New York,Route 6,Standard,64
TRIP-11122,2023-09-15,Texas,Route 3,Mini,28
TRIP-24479,2022-07-08,Colorado,Route 9,HellCat,21
TRIP-31470,2023-02-03,California,Route 1,Standard,57
TRIP-32815,2025-03-04,California,Route 1,Standard,42
TRIP-14547,2025-09-11,New York,Route 5,HellCat,90
TRIP-15551,2024-02-19,California,Route 1,HellCat,93
TRIP-31190,2022-03-07,Texas,Route 3,Mini,21
TRIP-18337,2022-07-15,New York,Route 6,Mini,22
TRIP-15584,2022-09-26,California,Route 1,HellCat,47
TRIP-18703,2025-11-08,New York,Route 6,Volt,58
TRIP-13595,2024-02-25,Texas,Route 3,Standard,23
TRIP-32981,2022-09-19,New York,Route 5,Volt,22
TRIP-19150,2025-09-26,New York,Route 6,HellCat,69
TRIP-22044,2023-06-05,California,Route 1,HellCat,48
TRIP-33285,2025-12-23,California,Route 1,Mini,21
TRIP-15045,2022-04-07,California,Route 1,HellCat,81
TRIP-29783,2023-09-20,Texas,Route 3,Standard,26
TRIP-33563,2025-11-21,Florida,Route 7,Mini,17
TRIP-24750,2024-04-07,Texas,Route 4,Standard,20
TRIP-17348,2023-06-24,California,Route 1,HellCat,8
TRIP-21031,2024-03-15,Colorado,Route 9,HellCat,33
TRIP-14534,2022-11-10,Texas,Route 3,Mini,26
TRIP-24332,2025-10-10,New York,Route 6,Standard,57
TRIP-32184,2023-04-09,Colorado,Route 9,HellCat,33
TRIP-16279,2022-03-05,Texas,Route 3,HellCat,41
TRIP-19072,2025-09-20,California,Route 1,HellCat,63
TRIP-13844,2025-08-21,New York,Route 5,Standard,40
TRIP-25546,2025-09-28,Florida,Route 7,Mini,0
TRIP-30391,2023-05-28,New York,Route 5,Volt,38
TRIP-29903,2024-12-05,Colorado,Route 9,Standard,52
TRIP-14563,2024-01-23,California,Route 1,HellCat,37
TRIP-33300,2023-01-30,Colorado,Route 9,Standard,51
TRIP-26877,2024-07-20,Texas,Route 4,Mini,3
TRIP-18673,2023-03-24,Texas,Route 3,Mini,24
TRIP-34420,2023-09-29,Maryland,Route 8,Mini,26
TRIP-23194,2025-05-24,California,Route 1,Standard,41
TRIP-17806,2022-11-11,Florida,Route 7,HellCat,65
TRIP-21374,2022-03-22,California,Route 1,Standard,46
TRIP-20016,2024-03-14,New York,Route 5,HellCat,92
TRIP-16275,2025-10-31,New York,Route 5,HellCat,96
TRIP-14059,2024-02-13,Texas,Route 3,Mini,22
TRIP-18361,2024-03-06,Colorado,Route 9,Mini,26
TRIP-23115,2023-05-16,Colorado,Route 9,HellCat,55
TRIP-22377,2023-12-12,Texas,Route 3,Mini,19
TRIP-29402,2022-07-25,New York,Route 6,Volt,48
TRIP-17889,2022-03-08,New York,Route 5,Standard,62
TRIP-31728,2024-01-02,New York,Route 5,Volt,16
TRIP-30311,2022-07-18,California,Route 1,HellCat,63
TRIP-23529,2022-02-24,Florida,Route 7,Mini,19
TRIP-31351,2022-02-21,Texas,Route 3,Standard,11
TRIP-15210,2025-10-29,Maryland,Route 8,Volt,79
TRIP-18965,2024-04-22,California,Route 2,HellCat,74
TRIP-21406,2024-07-07,California,Route 1,HellCat,30
TRIP-17085,2024-06-21,Texas,Route 3,HellCat,20
TRIP-31028,2024-11-19,Texas,Route 3,Mini,15
TRIP-16760,2022-06-24,Texas,Route 3,Mini,8
TRIP-11227,2025-05-19,Florida,Route 7,Mini,16
TRIP-17510,2023-07-01,New York,Route 5,HellCat,34
TRIP-28182,2025-12-15,New York,Route 6,Volt,53
TRIP-27538,2025-01-24,Texas,Route 3,Mini,21
TRIP-19298,2022-08-22,Maryland,Route 8,Standard,55
TRIP-21448,2024-07-22,Texas,Route 3,Standard,33
TRIP-22811,2025-10-31,Texas,Route 3,HellCat,44
TRIP-31604,2024-05-14,Texas,Route 3,Mini,18
TRIP-25285,2024-10-03,Florida,Route 7,Mini,24
TRIP-14902,2025-08-06,Florida,Route 7,Mini,17
TRIP-20328,2025-12-12,Florida,Route 7,Volt,43
TRIP-33807,2024-03-14,California,Route 2,Mini,21
TRIP-28715,2022-05-23,New York,Route 5,Standard,70
TRIP-31917,2022-10-22,New York,Route 5,HellCat,52
TRIP-11729,2024-07-01,New York,Route 6,Standard,29
TRIP-11336,2022-04-14,Texas,Route 3,Volt,26
TRIP-24272,2023-08-26,California,Route 2,Mini,21
TRIP-29823,2022-05-23,Colorado,Route 9,Volt,49
TRIP-31630,2024-06-10,New York,Route 5,HellCat,92
TRIP-29189,2023-08-18,Florida,Route 7,Volt,48
TRIP-13169,2024-01-27,California,Route 2,HellCat,26
TRIP-28916,2022-11-23,California,Route 1,Standard,60
TRIP-29742,2022-05-15,New York,Route 6,HellCat,52
TRIP-26027,2025-11-04,Colorado,Route 9,HellCat,77
TRIP-34497,2024-11-27,Florida,Route 7,Standard,27
TRIP-24359,2023-02-08,Texas,Route 3,Mini,17
TRIP-13302,2025-07-24,Florida,Route 7,Volt,21
TRIP-11288,2023-05-28,Florida,Route 7,Standard,9
TRIP-12874,2025-03-03,California,Route 1,Standard,53
TRIP-17201,2022-04-09,New York,Route 5,Volt,46
TRIP-15859,2022-08-08,California,Route 1,Mini,30
TRIP-20990,2023-02-13,California,Route 1,Mini,25
TRIP-17221,2022-06-01,Florida,Route 7,Standard,29
TRIP-27452,2023-12-30,Texas,Route 3,Mini,6
TRIP-29831,2024-11-09,Texas,Route 3,Mini,16
TRIP-19109,2022-04-13,Texas,Route 4,Mini,18
TRIP-31221,2025-12-06,California,Route 1,Standard,22
TRIP-32321,2023-08-15,Colorado,Route 9,Standard,17
TRIP-33869,2023-12-19,Colorado,Route 9,Mini,13
TRIP-24510,2025-05-25,California,Route 2,Mini,15
TRIP-16921,2024-07-04,Texas,Route 3,Standard,20
TRIP-13050,2024-01-12,New York,Route 6,Standard,52
TRIP-33294,2022-05-02,New York,Route 6,HellCat,71
TRIP-23002,2024-01-29,Texas,Route 3,Volt,60
TRIP-33306,2023-09-25,New York,Route 6,Standard,40
TRIP-28838,2022-03-24,Texas,Route 3,Mini,25
TRIP-10312,2024-06-18,California,Route 2,HellCat,53
TRIP-25538,2022-09-03,New York,Route 6,Standard,27
TRIP-12751,2024-09-12,California,Route 1,HellCat,52
TRIP-32098,2024-01-02,Colorado,Route 9,Mini,17
TRIP-25939,2025-05-08,Maryland,Route 8,Volt,29
TRIP-30665,2025-10-05,California,Route 2,HellCat,35
TRIP-34554,2025-05-30,Florida,Route 7,HellCat,44
TRIP-16769,2022-06-26,California,Route 1,Standard,30
TRIP-17353,2025-05-15,Colorado,Route 9,Mini,20
TRIP-22898,2024-11-25,Florida,Route 7,Mini,21
TRIP-30768,2022-11-02,California,Route 1,Mini,25
TRIP-33142,2023-11-22,Colorado,Route 9,Mini,23
TRIP-29794,2023-09-24,California,Route 1,Volt,34
TRIP-15940,2024-07-21,California,Route 2,Standard,40
TRIP-33227,2023-06-29,Colorado,Route 9,Standard,32
TRIP-29526,2025-02-02,California,Route 2,Standard,26
TRIP-15102,2025-07-27,New York,Route 5,HellCat,63
TRIP-18665,2022-07-28,New York,Route 5,HellCat,47
TRIP-31439,2024-07-07,Maryland,Route 8,Standard,14
TRIP-30268,2024-01-23,California,Route 1,Standard,30
TRIP-17763,2022-12-24,Maryland,Route 8,HellCat,82
TRIP-16091,2022-09-19,California,Route 1,Mini,18
TRIP-14404,2024-09-16,Texas,Route 3,Standard,28
TRIP-18241,2025-05-30,California,Route 1,Standard,38
TRIP-17882,2025-05-22,Florida,Route 7,Mini,11
TRIP-25793,2025-06-09,California,Route 2,Mini,18
TRIP-11911,2022-09-22,New York,Route 5,HellCat,48
TRIP-33987,2022-04-21,Texas,Route 3,Mini,16
TRIP-24615,2023-08-30,California,Route 1,Standard,40
TRIP-25783,2022-02-28,New York,Route 6,Volt,60
TRIP-27812,2022-07-12,California,Route 1,Volt,67
TRIP-25923,2022-11-23,Florida,Route 7,Mini,10
TRIP-23340,2025-12-18,Colorado,Route 9,HellCat,64
TRIP-12359,2022-04-13,New York,Route 6,Mini,16
TRIP-30701,2023-04-26,California,Route 1,Mini,25
TRIP-13502,2024-01-10,Colorado,Route 9,Mini,21
TRIP-34003,2023-03-11,Texas,Route 3,Volt,28
TRIP-26227,2024-01-08,Florida,Route 7,Mini,22
TRIP-25238,2025-07-13,New York,Route 5,HellCat,71
TRIP-24192,2024-11-14,Texas,Route 3,Standard,40
TRIP-20657,2022-02-24,New York,Route 5,HellCat,73
TRIP-25841,2025-04-28,Texas,Route 3,HellCat,54
TRIP-28002,2022-07-19,Florida,Route 7,Standard,54
TRIP-12497,2025-10-29,New York,Route 5,Standard,50
TRIP-24045,2023-10-11,Colorado,Route 9,HellCat,79
TRIP-20845,2024-07-23,Florida,Route 7,Mini,22
TRIP-24756,2024-10-08,Colorado,Route 9,Standard,41
TRIP-17672,2023-07-01,Texas,Route 3,HellCat,37
TRIP-26242,2023-09-18,California,Route 1,HellCat,58
TRIP-12476,2024-02-26,Florida,Route 7,Standard,47
TRIP-17930,2023-10-25,New York,Route 5,Volt,68
TRIP-12254,2025-01-07,New York,Route 6,Standard,47
TRIP-15749,2024-08-18,Colorado,Route 9,HellCat,43
TRIP-10996,2023-05-23,New York,Route 6,HellCat,103
TRIP-22325,2024-05-20,New York,Route 6,Volt,45
TRIP-25220,2022-07-10,Texas,Route 3,Mini,3
TRIP-14704,2022-01-16,California,Route 1,Mini,11
TRIP-24100,2022-09-25,Colorado,Route 9,Standard,6
TRIP-29214,2023-10-08,New York,Route 5,Volt,39
TRIP-25550,2022-10-06,Texas,Route 3,Mini,24
TRIP-26745,2023-02-17,Maryland,Route 8,HellCat,68
TRIP-18059,2023-02-14,Florida,Route 7,Volt,52
TRIP-27402,2024-09-26,Colorado,Route 9,HellCat,55
TRIP-25250,2022-10-09,Texas,Route 4,HellCat,34
TRIP-21758,2023-05-30,Colorado,Route 9,Mini,16
TRIP-18886,2023-03-31,Maryland,Route 8,Mini,28
TRIP-33044,2024-02-10,California,Route 1,Volt,35
TRIP-17484,2022-10-11,New York,Route 6,Standard,65
TRIP-32936,2024-04-15,New York,Route 5,HellCat,73
TRIP-13441,2022-01-22,Florida,Route 7,Mini,12
TRIP-19647,2024-11-23,California,Route 1,HellCat,24
TRIP-21341,2022-11-25,Texas,Route 3,Standard,57
TRIP-14070,2023-10-21,New York,Route 6,HellCat,34
TRIP-16460,2024-07-17,Colorado,Route 9,Mini,14
TRIP-28735,2023-07-17,Maryland,Route 8,Volt,51
TRIP-30240,2023-02-06,Texas,Route 3,Standard,14
TRIP-32426,2022-08-12,Texas,Route 3,Mini,17
TRIP-20431,2022-09-22,Colorado,Route 9,Mini,18
TRIP-14832,2023-06-21,California,Route 1,Standard,57
TRIP-12004,2025-12-01,Maryland,Route 8,Mini,27
TRIP-31382,2024-05-06,Texas,Route 3,Mini,13
TRIP-18126,2024-07-25,California,Route 2,Standard,45
TRIP-33469,2023-10-27,California,Route 1,HellCat,85
TRIP-34655,2025-10-22,Texas,Route 4,Standard,46
